Date/Time,BEDROOM2.2:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BEDROOM2.2:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),BEDROOM2.2:Zone Thermal Comfort Fanger Model PMV [](Hourly) 
 03/26  05:00:00,359052.1236699808,1.4989609553595075e-8,-1.7173754858913593 
 03/26  06:00:00,359653.26712614679,1.1868905858136714e-8,-1.7127680387467775 
 03/26  07:00:00,0.0,0.0,-1.980938766261931 
 03/26  08:00:00,0.0,0.0,-2.137080004143415 
 03/26  09:00:00,0.0,0.0,-2.143151881599734 
 03/26  10:00:00,0.0,0.0,-2.1309160116914445 
 03/26  11:00:00,0.0,0.0,-2.1155648143000649 
 03/26  12:00:00,0.0,0.0,-2.0875123905655266 
 03/26  13:00:00,0.0,0.0,-2.050884682333092 
 03/26  14:00:00,0.0,0.0,-2.032559525270523 
 03/26  15:00:00,0.0,0.0,-1.9346218795738659 
 03/26  16:00:00,0.0,0.0,-1.8164070792787846 
 03/26  17:00:00,0.0,0.0,-1.7581005428501633 
 03/26  18:00:00,0.0,0.0,-1.783543940529491 
 03/26  19:00:00,0.0,0.0,-1.823216323750132 
 03/26  20:00:00,0.0,0.0,-1.8765428195544368 
 03/26  21:00:00,641542.0910315457,1.1239009722885385e-8,-1.7672732905029425 
 03/26  22:00:00,573617.7121550916,9.00399754755199e-9,-1.7034973273137158 
 03/26  23:00:00,541662.0886943792,1.5475620784854983e-8,-1.6839747277593303 
 03/26  24:00:00,552330.8058221063,1.5995738067431377e-8,-1.6764456079866342 
 03/27  01:00:00,260376.3656537591,1.65883307090553e-8,-1.6738105074587116 
 03/27  02:00:00,302984.57625454248,1.162590024250676e-8,-1.6755340968657009 
 03/27  03:00:00,328223.6203962374,9.093525932257763e-9,-1.6799966068057773 
 03/27  04:00:00,337284.76654851509,4.578737389238086e-9,-1.6800736185049528 
 03/27  05:00:00,342001.0224530285,1.4938450476620347e-8,-1.6765027263269948 
 03/27  06:00:00,350192.16872658047,2.432614110148279e-8,-1.6703578509093927 
 03/27  07:00:00,0.0,0.0,-1.93499777740276 
 03/27  08:00:00,0.0,0.0,-2.113452708939861 
 03/27  09:00:00,0.0,0.0,-2.152373657887527 
 03/27  10:00:00,0.0,0.0,-2.1921860696168644 
 03/27  11:00:00,0.0,0.0,-2.231538603115049 
 03/27  12:00:00,0.0,0.0,-2.2719375591783006 
 03/27  13:00:00,0.0,0.0,-2.3120341611535348 
 03/27  14:00:00,0.0,0.0,-2.347733343998809 
 03/27  15:00:00,0.0,0.0,-2.383132019675156 
 03/27  16:00:00,0.0,0.0,-2.4108461316539326 
 03/27  17:00:00,0.0,0.0,-2.4416139520746595 
 03/27  18:00:00,0.0,0.0,-2.476173759543963 
 03/27  19:00:00,0.0,0.0,-2.4747832847006845 
 03/27  20:00:00,0.0,0.0,-2.465240589759558 
 03/27  21:00:00,1200675.8722759402,4.178234900921649e-8,-1.986939211556493 
 03/27  22:00:00,668850.2422119387,1.220143985847244e-8,-1.831778172901188 
 03/27  23:00:00,575567.7683971375,7.366907084360719e-9,-1.8185223215073454 
 03/27  24:00:00,769462.3193694917,1.1431063887664698e-8,-1.8124207819816554 
 03/28  01:00:00,778873.9732308614,1.2585132935782895e-8,-1.807017592240413 
 03/28  02:00:00,790533.5310476354,1.3147882782504894e-8,-1.803944967664421 
 03/28  03:00:00,780265.5751268658,3.460911557340296e-8,-1.8032904283886813 
 03/28  04:00:00,774207.3233562005,3.056754849239951e-8,-1.804208364197345 
 03/28  05:00:00,779274.4510759465,2.9032776183157695e-8,-1.8058053286614167 
 03/28  06:00:00,781362.6331566314,2.8188651413074696e-8,-1.808862830102572 
 03/28  07:00:00,781867.6315165029,3.8069174479460347e-8,-1.8117143889188965 
 03/28  08:00:00,833238.1904088922,2.3916868485684973e-8,-1.8156135642331533 
 03/28  09:00:00,840060.2273388121,4.381774942885386e-8,-1.8194800809552754 
 03/28  10:00:00,897685.2086270687,1.652438186283689e-8,-1.8214007202900207 
 03/28  11:00:00,895218.2241724094,3.8753000808355867e-8,-1.822493592087127 
 03/28  12:00:00,898787.5566687516,2.1026380636612886e-8,-1.8226791108455188 
 03/28  13:00:00,906317.7832615173,1.5987211554602255e-8,-1.8237357844590579 
 03/28  14:00:00,853611.3620375753,2.5579538487363608e-8,-1.8238254099345393 
 03/28  15:00:00,836766.5987777572,3.381614988029469e-8,-1.821007496651842 
 03/28  16:00:00,869459.1743958348,8.569145393266809e-9,-1.8191923943017499 
 03/28  17:00:00,850087.6148146129,1.4887291399645619e-8,-1.8172097389448912 
 03/28  18:00:00,827772.0438161299,4.5071146814734678e-8,-1.8120641299577276 
 03/28  19:00:00,704155.7321390342,1.0334133548894897e-8,-1.806599986748252 
 03/28  20:00:00,665124.228102117,2.724220848904224e-8,-1.8046297080858907 
 03/28  21:00:00,672060.8393281861,4.256435204297304e-8,-1.8052707790514189 
 03/28  22:00:00,684635.1965461688,2.071942617476452e-8,-1.808269309628109 
 03/28  23:00:00,636180.2727496611,1.3250200936454349e-8,-1.8101633680646754 
 03/28  24:00:00,781405.0632847766,2.751779756441205e-8,-1.811611677245 
 03/29  01:00:00,786066.1247142817,1.5194245861493984e-8,-1.8107664445027414 
 03/29  02:00:00,783166.8424585052,4.0390091271547138e-8,-1.808270497310983 
 03/29  03:00:00,769163.6934587049,1.2789769243681804e-8,-1.8049185058017592 
 03/29  04:00:00,762723.7400093607,4.256435204297304e-8,-1.8027925355417905 
 03/29  05:00:00,765121.4502782424,3.3074343264161146e-8,-1.8011783570327098 
 03/29  06:00:00,768773.7518099644,3.00815372611396e-8,-1.800753843395903 
 03/29  07:00:00,770824.566778489,5.169368932911311e-8,-1.8010367682160733 
 03/29  08:00:00,820792.3916769177,3.7422864807012959e-8,-1.8029470553296454 
 03/29  09:00:00,828375.5380306997,1.092246293410426e-8,-1.8051782494951965 
 03/29  10:00:00,870193.6830790589,5.850040452060057e-8,-1.806699695501339 
 03/29  11:00:00,834473.3231681155,6.59952092973981e-8,-1.8089575496794388 
 03/29  12:00:00,787342.0936377766,1.716387032502098e-8,-1.810410335655555 
 03/29  13:00:00,731956.81566923,1.220143985847244e-8,-1.8100559692519359 
 03/29  14:00:00,615054.8224843345,9.28537247091299e-9,-1.8063689726715038 
 03/29  15:00:00,541219.9747151048,1.0487610779819079e-8,-1.7998896100624749 
 03/29  16:00:00,530360.4056057838,2.632134510349715e-8,-1.7913305489105947 
 03/29  17:00:00,985122.2255786669,3.6693847960123097e-8,-1.7798892352803933 
 03/29  18:00:00,1126382.9801602532,2.6653879103832879e-8,-1.7626037245202815 
 03/29  19:00:00,369203.11973242447,1.3787371244688984e-8,-1.7621861509116943 
 03/29  20:00:00,354343.2990209396,1.3505996321327985e-8,-1.7673254200476363 
 03/29  21:00:00,383481.6810167635,2.148681232938543e-9,-1.7723840398808953 
 03/29  22:00:00,409860.6849764614,1.9760193481488387e-8,-1.777152607732469 
 03/29  23:00:00,367416.74388952736,2.086011363644502e-8,-1.7789978160435698 
 03/29  24:00:00,517177.46789953429,9.198402040055953e-9,-1.7796773802813775 
 03/30  01:00:00,519858.80679298078,1.0973622011078988e-8,-1.7781913766738909 
 03/30  02:00:00,517969.07414289136,7.3157480073859919e-9,-1.7721495068649023 
 03/30  03:00:00,528555.0651235897,9.566747394273989e-9,-1.7647267310362696 
 03/30  04:00:00,541376.9863408128,1.580815478519071e-8,-1.7580645779584539 
 03/30  05:00:00,553787.6772776088,2.3277380023500883e-8,-1.7530143840497943 
 03/30  06:00:00,566812.5266940552,1.6115109247039073e-8,-1.7480195517485025 
 03/30  07:00:00,0.0,0.0,-2.077222157265182 
 03/30  08:00:00,0.0,0.0,-2.276780278550455 
 03/30  09:00:00,0.0,0.0,-2.286131564993657 
 03/30  10:00:00,0.0,0.0,-2.2637413940774735 
 03/30  11:00:00,0.0,0.0,-2.229224781497435 
 03/30  12:00:00,0.0,0.0,-2.1720994666525139 
 03/30  13:00:00,0.0,0.0,-2.1035009901812495 
 03/30  14:00:00,0.0,0.0,-1.9877386696382789 
 03/30  15:00:00,0.0,0.0,-1.8198614824708704 
 03/30  16:00:00,0.0,0.0,-1.6594358820956224 
 03/30  17:00:00,0.0,0.0,-1.5884662007062565 
 03/30  18:00:00,0.0,0.0,-1.6053569043482843 
 03/30  19:00:00,0.0,0.0,-1.631379471921076 
 03/30  20:00:00,0.0,0.0,-1.6964321813745327 
 03/30  21:00:00,364836.8200839143,8.402878393098945e-9,-1.7189137805271733 
 03/30  22:00:00,516158.0812488199,1.9632295789051569e-8,-1.7028239720349304 
 03/30  23:00:00,614419.3411013666,2.7114310796605424e-8,-1.7013257951046697 
 03/30  24:00:00,936060.8049015307,4.140900955462712e-8,-1.7025771112368565 
 03/31  01:00:00,638296.5004191364,3.0247804261307468e-8,-1.7051188984040942 
 03/31  02:00:00,278744.2669766058,5.269384928396903e-9,-1.7025111149314883 
 03/31  03:00:00,283591.86622303476,6.049560852261493e-9,-1.700727255963037 
 03/31  04:00:00,293678.7711716135,9.950440471584443e-9,-1.7020701744362597 
 03/31  05:00:00,306581.98315790909,7.354117315117037e-9,-1.7055150757007165 
 03/31  06:00:00,316283.9409716271,4.745004389405949e-9,-1.7098964966806476 
 03/31  07:00:00,0.0,0.0,-1.9293383473791586 
 03/31  08:00:00,0.0,0.0,-2.0792841217105257 
 03/31  09:00:00,0.0,0.0,-2.081625436758496 
 03/31  10:00:00,0.0,0.0,-2.0761542133775165 
 03/31  11:00:00,0.0,0.0,-2.06694440136131 
 03/31  12:00:00,0.0,0.0,-2.0535662671483059 
 03/31  13:00:00,0.0,0.0,-2.02493924288071 
 03/31  14:00:00,0.0,0.0,-2.0130347772607757 
 03/31  15:00:00,0.0,0.0,-1.905077531531583 
 03/31  16:00:00,0.0,0.0,-1.763654266370708 
 03/31  17:00:00,0.0,0.0,-1.682606111920244 
 03/31  18:00:00,0.0,0.0,-1.690175000586509 
 03/31  19:00:00,0.0,0.0,-1.7002955097321496 
 03/31  20:00:00,0.0,0.0,-1.7151596638088354 
 03/31  21:00:00,261196.92592100026,4.146283316686095e-9,-1.6883690373432439 
 03/31  22:00:00,339080.3446848437,1.1779377473430941e-8,-1.6683391418786243 
 03/31  23:00:00,357724.32746917699,1.0525980087550124e-8,-1.6613274945123618 
 03/31  24:00:00,653014.4712545674,1.4874501630401938e-8,-1.6577227163361728 
 04/01  01:00:00,739643.0277261137,1.524540493846871e-8,-2.441150106906343 
 04/01  02:00:00,835113.5027533702,2.3916868485684973e-8,-2.435638742090026 
 04/01  03:00:00,893566.5570769189,1.736850663291989e-8,-2.4299515016959196 
 04/01  04:00:00,207719.85391996103,9.400480394106126e-9,-2.425833229050201 
 04/01  05:00:00,222455.5124403375,7.72502062318381e-9,-2.4208275042024609 
 04/01  06:00:00,236084.30161977578,3.056754849239951e-9,-2.4202284839728649 
 04/01  07:00:00,0.0,0.0,-2.6430768204259005 
 04/01  08:00:00,0.0,0.0,-2.7970972926027266 
 04/01  09:00:00,0.0,0.0,-2.7909954251459294 
 04/01  10:00:00,0.0,0.0,-2.7771822853580456 
 04/01  11:00:00,0.0,0.0,-2.7694838882653389 
 04/01  12:00:00,0.0,0.0,-2.76852417884363 
 04/01  13:00:00,0.0,0.0,-2.769834987791414 
 04/01  14:00:00,0.0,0.0,-2.8215472205709437 
 04/01  15:00:00,0.0,0.0,-2.7959060969535627 
 04/01  16:00:00,0.0,0.0,-2.7393041105051134 
 04/01  17:00:00,0.0,0.0,-2.6667122237885136 
 04/01  18:00:00,0.0,0.0,-2.5932199761214655 
 04/01  19:00:00,0.0,0.0,-2.5622701391125695 
 04/01  20:00:00,0.0,0.0,-2.6438399130937184 
 04/01  21:00:00,525186.751098938,1.3721290770263295e-8,-2.491234417811839 
 04/01  22:00:00,154007.91122453818,3.2230218494078146e-9,-2.414843404834656 
 04/01  23:00:00,70423.64045265063,5.406874947766482e-9,-2.4100755266166558 
 04/01  24:00:00,276290.6915781183,1.7704238075566537e-8,-2.409579077378342 
 04/02  01:00:00,303791.8689047285,1.3071144167042803e-8,-2.4142819350313937 
 04/02  02:00:00,328659.23169701397,1.5424461707880256e-8,-2.4246631371750047 
 04/02  03:00:00,369015.37971862868,1.511750724603189e-8,-2.437365980836368 
 04/02  04:00:00,396632.01722759447,1.162590024250676e-8,-2.447730330345698 
 04/02  05:00:00,414375.85973234058,9.605116702005035e-9,-2.455267678442847 
 04/02  06:00:00,443959.4516358749,1.326299070569803e-8,-2.4627598140139765 
 04/02  07:00:00,0.0,0.0,-2.867472526896361 
 04/02  08:00:00,0.0,0.0,-3.132799146033141 
 04/02  09:00:00,0.0,0.0,-3.1747918275060607 
 04/02  10:00:00,0.0,0.0,-3.188487590871758 
 04/02  11:00:00,0.0,0.0,-3.2295456785157499 
 04/02  12:00:00,0.0,0.0,-3.2605318961119686 
 04/02  13:00:00,0.0,0.0,-3.272472320790726 
 04/02  14:00:00,0.0,0.0,-3.2713935957158819 
 04/02  15:00:00,0.0,0.0,-3.265014081696176 
 04/02  16:00:00,0.0,0.0,-3.2519781620051688 
 04/02  17:00:00,0.0,0.0,-3.2559539644902695 
 04/02  18:00:00,0.0,0.0,-3.2628472678047379 
 04/02  19:00:00,0.0,0.0,-3.2434606248596085 
 04/02  20:00:00,0.0,0.0,-3.2297001835898238 
 04/02  21:00:00,971234.164354902,1.3297096757014515e-8,-2.7665245602889279 
 04/02  22:00:00,554782.566933834,7.111111699487083e-9,-2.6238018769650406 
 04/02  23:00:00,460656.467752851,1.8698642634262798e-8,-2.6152664669125347 
 04/02  24:00:00,651781.4289343996,2.5985968932218385e-8,-2.6108061504856048 
 04/03  01:00:00,651953.1488727422,3.281854787928751e-8,-2.606773061981741 
 04/03  02:00:00,652278.9509601072,1.6345325093425346e-8,-2.6001775526318235 
 04/03  03:00:00,659333.9319215267,6.829736776126083e-9,-2.593820491146792 
 04/03  04:00:00,671141.5803667608,2.9339730645006058e-8,-2.5891669838429998 
 04/03  05:00:00,686726.1692031348,1.8673063095775434e-9,-2.585676059757932 
 04/03  06:00:00,696399.38580637,0.0,-2.5845594197152286 
 04/03  07:00:00,0.0,0.0,-3.0409282758773439 
 04/03  08:00:00,0.0,0.0,-3.3172115423925518 
 04/03  09:00:00,0.0,0.0,-3.336711658215078 
 04/03  10:00:00,0.0,0.0,-3.3396465977404157 
 04/03  11:00:00,0.0,0.0,-3.3352515961793065 
 04/03  12:00:00,0.0,0.0,-3.3277702742446575 
 04/03  13:00:00,0.0,0.0,-3.318872074635249 
 04/03  14:00:00,0.0,0.0,-3.306380699071642 
 04/03  15:00:00,0.0,0.0,-3.2864888866365344 
 04/03  16:00:00,0.0,0.0,-3.2721208851435059 
 04/03  17:00:00,0.0,0.0,-3.267572843351396 
 04/03  18:00:00,0.0,0.0,-3.28137825635534 
 04/03  19:00:00,0.0,0.0,-3.279214277941839 
 04/03  20:00:00,0.0,0.0,-3.2870979549344478 
 04/03  21:00:00,1176478.2354341397,2.6194431239463694e-8,-2.806542360549619 
 04/03  22:00:00,757154.9894687082,1.1306156011414714e-8,-2.650206443633294 
 04/03  23:00:00,669806.8815985506,2.1026380636612886e-8,-2.639759789796063 
 04/03  24:00:00,862297.4810750403,1.765499746397836e-8,-2.635709513392083 
 04/04  01:00:00,858581.9472214137,3.2665070648363329e-8,-2.633068667741116 
 04/04  02:00:00,855889.4045387323,2.4658675101818518e-8,-2.630960658629809 
 04/04  03:00:00,843782.4545007355,8.594724931754172e-9,-2.630067784959459 
 04/04  04:00:00,836594.4731036818,1.7752199710230344e-8,-2.6285051739253086 
 04/04  05:00:00,833647.3050229013,3.494164957373869e-8,-2.6263255691410118 
 04/04  06:00:00,834010.1616459473,3.381614988029469e-8,-2.624515239459511 
 04/04  07:00:00,832817.8546902892,2.756706862783176e-8,-2.622603474718771 
 04/04  08:00:00,882977.5706775016,3.2230218494078147e-8,-2.6216236038829674 
 04/04  09:00:00,865933.1267854694,4.325499958213186e-8,-2.6216724103299988 
 04/04  10:00:00,896803.2510476504,7.72502062318381e-9,-2.6203615658854808 
 04/04  11:00:00,869566.9581601716,1.3326939551916439e-8,-2.62036049061533 
 04/04  12:00:00,835603.4121507644,3.243485480197705e-8,-2.619874088980507 
 04/04  13:00:00,792664.9331109217,2.588649294921197e-8,-2.6185103285571675 
 04/04  14:00:00,691697.8919197931,6.4716232373029929e-9,-2.614285921725015 
 04/04  15:00:00,638030.8818091123,1.5910472939140165e-8,-2.6072818199238134 
 04/04  16:00:00,641400.1121672387,1.5475620784854983e-8,-2.5990752076582606 
 04/04  17:00:00,1096936.723987291,50.59397410024218,-2.5862875575975328 
 04/04  18:00:00,1243610.8555096,4.200160219625104e-8,-2.571224458855662 
 04/04  19:00:00,652687.7753867225,7.213429853436537e-9,-2.571713059788914 
 04/04  20:00:00,441616.9920274789,0.0,-2.572506625555669 
 04/04  21:00:00,453588.852390755,7.993605777301127e-9,-2.573193558523843 
 04/04  22:00:00,468068.43180594817,5.934452929068357e-9,-2.5755571191030439 
 04/04  23:00:00,417510.19903830988,5.550759851757903e-9,-2.5756786631456425 
 04/04  24:00:00,563972.7732395307,2.5348957218998944e-8,-2.5755899034529339 
 04/05  01:00:00,574261.6556613518,3.304876372567378e-8,-2.574350731405481 
 04/05  02:00:00,582894.4309190136,3.2153479878616056e-8,-2.5721981842391017 
 04/05  03:00:00,581746.2358651243,1.984972186619416e-8,-2.569285416127663 
 04/05  04:00:00,593884.9354698871,1.8749801711237525e-8,-2.5663023830507538 
 04/05  05:00:00,621089.5925032965,2.2740209715266248e-8,-2.5646768494702356 
 04/05  06:00:00,645554.0268682418,1.0103917702508625e-8,-2.563885990677396 
 04/05  07:00:00,662106.9572088603,3.189951160363437e-8,-2.5640373037839985 
 04/05  08:00:00,716736.3917137373,1.6856915863172618e-8,-2.563100357419934 
 04/05  09:00:00,706049.5918611346,2.844444679794833e-8,-2.5624042721239359 
 04/05  10:00:00,721693.4426254523,1.7931256479641889e-8,-2.5617987414531258 
 04/05  11:00:00,647282.8792831352,2.3584334485349247e-8,-2.560711978796806 
 04/05  12:00:00,555357.5751378528,1.1050360626541078e-8,-2.5552918461918598 
 04/05  13:00:00,864331.1769919929,2.3781963359255089,-2.549080400470384 
 04/05  14:00:00,439675.2992636523,4.310152235120768e-9,-2.5404375349986636 
 04/05  15:00:00,29768.080394229128,2.289368694619043e-9,-2.520913552451027 
 04/05  16:00:00,0.0,0.0,-2.386599055473996 
 04/05  17:00:00,0.0,0.0,-2.2434634711083789 
 04/05  18:00:00,0.0,0.0,-2.16944804945721 
 04/05  19:00:00,0.0,0.0,-2.162363333947666 
 04/05  20:00:00,0.0,0.0,-2.21525055699187 
 04/05  21:00:00,0.0,0.0,-2.2873001231483118 
 04/05  22:00:00,0.0,0.0,-2.361876616707614 
 04/05  23:00:00,4621.202277867452,1.638689184346731e-10,-2.4197930573141095 
 04/05  24:00:00,318767.2874834523,5.880096409782709e-9,-2.4546674181176129 
 04/06  01:00:00,557930.8669188676,1.8314949556952344e-8,-2.448367046282829 
 04/06  02:00:00,795837.9802992095,1.6294166016450619e-8,-2.439159301598779 
 04/06  03:00:00,198962.29484993229,8.15987277746899e-9,-2.43118826571924 
 04/06  04:00:00,226826.0864393569,2.276578925375361e-9,-2.42257746238378 
 04/06  05:00:00,250521.00979137782,8.876099855115172e-9,-2.4150537815455705 
 04/06  06:00:00,270974.96501631,8.326139777636854e-9,-2.409633087570901 
 04/06  07:00:00,0.0,0.0,-2.6813964184445955 
 04/06  08:00:00,0.0,0.0,-2.851431611887791 
 04/06  09:00:00,0.0,0.0,-2.8662236713775726 
 04/06  10:00:00,0.0,0.0,-2.866428345929421 
 04/06  11:00:00,0.0,0.0,-2.842251066518961 
 04/06  12:00:00,0.0,0.0,-2.810270872780512 
 04/06  13:00:00,0.0,0.0,-2.689661884160695 
 04/06  14:00:00,0.0,0.0,-2.4222053648427508 
 04/06  15:00:00,0.0,0.0,-2.077929180411013 
 04/06  16:00:00,0.0,0.0,-1.7051761409489559 
 04/06  17:00:00,0.0,0.0,-1.5021291980477607 
 04/06  18:00:00,0.0,0.0,-1.5102471403725893 
 04/06  19:00:00,0.0,0.0,-1.53451103465937 
 04/06  20:00:00,0.0,0.0,-1.5947089009504057 
 04/06  21:00:00,0.0,0.0,-1.7107831269434387 
 04/06  22:00:00,0.0,0.0,-1.7924652135879443 
 04/06  23:00:00,0.0,0.0,-1.8384317542896463 
 04/06  24:00:00,0.0,0.0,-1.928449363933848 
 04/07  01:00:00,0.0,0.0,-2.00372251516498 
 04/07  02:00:00,0.0,0.0,-2.061611847518808 
 04/07  03:00:00,0.0,0.0,-2.126934511804743 
 04/07  04:00:00,10582.74108002224,4.476419235288631e-11,-2.2105609804991648 
 04/07  05:00:00,164089.9361198875,3.926459157810314e-9,-2.2565190169162259 
 04/07  06:00:00,356869.8428038976,1.970903440451366e-8,-2.261669204804137 
 04/07  07:00:00,0.0,0.0,-2.4121252245034969 
 04/07  08:00:00,0.0,0.0,-2.4951043045864607 
 04/07  09:00:00,0.0,0.0,-2.47917178201829 
 04/07  10:00:00,0.0,0.0,-2.44202007455823 
 04/07  11:00:00,0.0,0.0,-2.357394107690718 
 04/07  12:00:00,0.0,0.0,-2.2227894030778376 
 04/07  13:00:00,0.0,0.0,-2.026548927870671 
 04/07  14:00:00,0.0,0.0,-1.7962569319475468 
 04/07  15:00:00,0.0,0.0,-1.545515626331826 
 04/07  16:00:00,0.0,0.0,-1.2706844816933277 
 04/07  17:00:00,0.0,0.0,-1.0835573306530706 
 04/07  18:00:00,0.0,0.0,-1.1056904241309956 
 04/07  19:00:00,0.0,0.0,-1.1010673401779152 
 04/07  20:00:00,0.0,0.0,-1.1619587069546418 
 04/07  21:00:00,0.0,0.0,-1.2730248808242016 
 04/07  22:00:00,0.0,0.0,-1.3154245294334597 
 04/07  23:00:00,0.0,0.0,-1.3204787884509828 
 04/07  24:00:00,0.0,0.0,-1.3539729615901704 
 04/08  01:00:00,0.0,0.0,-1.369017438090711 
 04/08  02:00:00,0.0,0.0,-1.3718568550706763 
 04/08  03:00:00,0.0,0.0,-1.3862573779313464 
 04/08  04:00:00,0.0,0.0,-1.4139226717248153 
 04/08  05:00:00,0.0,0.0,-1.4513894103550978 
 04/08  06:00:00,0.0,0.0,-1.4962516659461934 
 04/08  07:00:00,0.0,0.0,-1.5400434494258162 
 04/08  08:00:00,0.0,0.0,-1.5638165185823434 
 04/08  09:00:00,0.0,0.0,-1.5475091773875543 
 04/08  10:00:00,0.0,0.0,-1.5231002075208123 
 04/08  11:00:00,0.0,0.0,-1.4958406072166773 
 04/08  12:00:00,0.0,0.0,-1.4595545149790082 
 04/08  13:00:00,0.0,0.0,-1.4153642951318193 
 04/08  14:00:00,0.0,0.0,-1.3666450736961753 
 04/08  15:00:00,0.0,0.0,-1.2975482626161386 
 04/08  16:00:00,0.0,0.0,-1.225557440091207 
 04/08  17:00:00,0.0,0.0,-1.1439270795462795 
 04/08  18:00:00,0.0,0.0,-1.0713722195526492 
 04/08  19:00:00,0.0,0.0,-1.0237174584359892 
 04/08  20:00:00,0.0,0.0,-1.045931263763506 
 04/08  21:00:00,0.0,0.0,-1.1295807361456496 
 04/08  22:00:00,0.0,0.0,-1.203510446312658 
 04/08  23:00:00,0.0,0.0,-1.2541364706310812 
 04/08  24:00:00,0.0,0.0,-1.365660381417053 
 04/09  01:00:00,0.0,0.0,-1.4547830740927355 
 04/09  02:00:00,0.0,0.0,-1.5050554513473236 
 04/09  03:00:00,0.0,0.0,-1.55419707972992 
 04/09  04:00:00,0.0,0.0,-1.6084945796861992 
 04/09  05:00:00,0.0,0.0,-1.6673856720792242 
 04/09  06:00:00,0.0,0.0,-1.722831293855109 
 04/09  07:00:00,0.0,0.0,-1.8307139043722907 
 04/09  08:00:00,0.0,0.0,-1.8734719531767186 
 04/09  09:00:00,0.0,0.0,-1.8543915696385203 
 04/09  10:00:00,0.0,0.0,-1.812493189655137 
 04/09  11:00:00,0.0,0.0,-1.740948474542062 
 04/09  12:00:00,0.0,0.0,-1.647978350071477 
 04/09  13:00:00,0.0,0.0,-1.5245783818170216 
 04/09  14:00:00,0.0,0.0,-1.3437706881037386 
 04/09  15:00:00,0.0,0.0,-1.1339222467125712 
 04/09  16:00:00,0.0,0.0,-0.9142468102016692 
 04/09  17:00:00,0.0,0.0,-0.6954944407043329 
 04/09  18:00:00,0.0,0.0,-0.5601778950585403 
 04/09  19:00:00,0.0,0.0,-0.5501200243425901 
 04/09  20:00:00,0.0,0.0,-0.6472700352493404 
 04/09  21:00:00,0.0,0.0,-0.7715562704213065 
 04/09  22:00:00,0.0,0.0,-0.8452085011843197 
 04/09  23:00:00,0.0,0.0,-0.8824576587343325 
 04/09  24:00:00,0.0,0.0,-0.944352793017792 
 04/10  01:00:00,0.0,0.0,-0.9869478717919779 
 04/10  02:00:00,0.0,0.0,-1.0064648044446605 
 04/10  03:00:00,0.0,0.0,-1.0317301207814205 
 04/10  04:00:00,0.0,0.0,-1.074306484732576 
 04/10  05:00:00,0.0,0.0,-1.1351377286764657 
 04/10  06:00:00,0.0,0.0,-1.1849389751293816 
 04/10  07:00:00,0.0,0.0,-1.2587853847596718 
 04/10  08:00:00,0.0,0.0,-1.2784794909263869 
 04/10  09:00:00,0.0,0.0,-1.220762594350674 
 04/10  10:00:00,0.0,0.0,-1.121931759813987 
 04/10  11:00:00,0.0,0.0,-0.9861729118101588 
 04/10  12:00:00,0.0,0.0,-0.8711668366443686 
 04/10  13:00:00,0.0,0.0,-0.7461954483560725 
 04/10  14:00:00,0.0,0.0,-0.6129330898526316 
 04/10  15:00:00,0.0,0.0,-0.4613622028434423 
 04/10  16:00:00,0.0,0.0,-0.2954994275848786 
 04/10  17:00:00,0.0,0.0,-0.27440025111238078 
 04/10  18:00:00,0.0,0.0,-0.309190953490622 
 04/10  19:00:00,0.0,0.0,-0.22017524636362663 
 04/10  20:00:00,0.0,0.0,-0.24942367914562414 
 04/10  21:00:00,0.0,0.0,-0.39927277255665796 
 04/10  22:00:00,0.0,0.0,-0.5300874213246447 
 04/10  23:00:00,0.0,0.0,-0.651283706383783 
 04/10  24:00:00,0.0,0.0,-0.8324959879552771 
 04/11  01:00:00,0.0,0.0,-0.9858099126631581 
 04/11  02:00:00,0.0,0.0,-1.0920173124672684 
 04/11  03:00:00,0.0,0.0,-1.1409919849574442 
 04/11  04:00:00,0.0,0.0,-1.139323181028018 
 04/11  05:00:00,0.0,0.0,-1.1376931633043195 
 04/11  06:00:00,0.0,0.0,-1.1438021547203124 
 04/11  07:00:00,0.0,0.0,-1.1482139304736608 
 04/11  08:00:00,0.0,0.0,-1.1629310604359018 
 04/11  09:00:00,0.0,0.0,-1.167085690495166 
 04/11  10:00:00,0.0,0.0,-1.1683766446097415 
 04/11  11:00:00,0.0,0.0,-1.1426071009646213 
 04/11  12:00:00,0.0,0.0,-1.086484986315361 
 04/11  13:00:00,0.0,0.0,-1.0107057329709913 
 04/11  14:00:00,0.0,0.0,-0.8806528057573151 
 04/11  15:00:00,0.0,0.0,-0.6990431010410944 
 04/11  16:00:00,0.0,0.0,-0.5154543307963135 
 04/11  17:00:00,0.0,0.0,-0.40492678226807618 
 04/11  18:00:00,0.0,0.0,-0.3690627901111444 
 04/11  19:00:00,0.0,0.0,-0.3873016166721769 
 04/11  20:00:00,0.0,0.0,-0.44319118643294599 
 04/11  21:00:00,0.0,0.0,-0.49858442771313357 
 04/11  22:00:00,0.0,0.0,-0.5630313336393462 
 04/11  23:00:00,0.0,0.0,-0.613819323569928 
 04/11  24:00:00,0.0,0.0,-0.6962635217092343 
 04/12  01:00:00,0.0,0.0,-0.7572618376157552 
